Uniform Crime Reporting Statistics - UCR Data Online,,,,,,,,,,,
http://www.ucrdatatool.gov/,,,,,,,,,,,
,,,,,,,,,,,
Estimated crime in Alabama,,,,,,,,,,,
,,,,,,,,,,,
,,National or state crime,,,,,,,,,
2011,4803689,20166,299,1370,,4906,13591,173192,51119,111411,10662
2012,4817528,21693,342,1296,,5020,15035,168878,47481,111523,9874
2013,4833996,20834,346,1449,2055,4645,13788,161835,42410,108862,10563
2014,4849377,20727,276,1436,2005,4701,13745,154094,39715,104238,10141
,,,,,,,,,,,
Estimated crime in Alaska,,,,,,,,,,,
,,,,,,,,,,,
,,National or state crime,,,,,,,,,
,,,,,,,,,,,
,,Violent crime,,,,,,Property crime,,,
,,,,,,,,,,,
Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft
1985,521000,3031,51,402,,484,2094,27588,6209,18220,3159
1986,534000,3046,46,388,,470,2142,30307,6204,20879,3224
1987,525000,2391,53,341,,384,1613,25841,5093,18195,2553
1988,513000,2682,29,296,,374,1983,22566,4321,15911,2334
1989,527000,2623,42,279,,356,1946,22567,4358,15811,2398
1990,550043,2885,41,401,,422,2021,25457,4919,17428,3110
1991,570000,3499,42,523,,645,2289,29000,5582,20375,3043
1992,587000,3877,44,579,,640,2614,28816,5170,20728,2918
1993,599000,4557,54,502,,733,3268,28795,4893,21201,2701
1994,606000,4644,38,418,,886,3302,29947,4848,21824,3275
1995,604000,4656,55,485,,937,3179,30097,5055,21891,3151
1996,607000,4417,45,398,,710,3264,28667,5118,20557,2992
1997,609000,4270,54,403,,648,3165,27840,4276,20780,2784
1998,614000,4015,41,421,,532,3021,25316,4098,18611,2607
1999,619500,3908,52,517,,566,2773,23099,3787,16654,2658
2000,626932,3554,27,497,,490,2540,23087,3899,16838,2350
2001,633630,3735,39,501,,514,2681,23160,3847,16695,2618
2002,641482,3627,33,511,,489,2594,24118,3908,17739,2471
2003,648280,3877,39,605,,446,2787,24386,3874,18051,2461
2004,657755,4159,37,558,,447,3117,22172,3773,16159,2240
2005,663253,4194,32,538,,537,3087,23975,4131,17249,2595
2006,670053,4610,36,512,,600,3462,23975,4155,17284,2536
2007,683478,4520,43,545,,581,3351,23096,3734,16929,2433
2008,686293,4475,27,447,,645,3356,20090,3237,15225,1628
2009,698473,4424,22,513,,654,3235,20538,3600,15251,1687
2010,714146,4537,31,533,,594,3379,20259,3105,15535,1619
2011,723860,4416,30,436,,576,3374,19094,2852,14854,1388
2012,730307,4412,30,583,,630,3169,20037,2950,15565,1522
2013,737259,4709,34,657,925,623,3127,21211,2917,16599,1695
2014,736732,4684,41,555,771,629,3243,20334,3150,15445,1739
,,,,,,,,,,,
Estimated crime in Arizona,,,,,,,,,,,
,,,,,,,,,,,
,,National or state crime,,,,,,,,,
,,,,,,,,,,,
,,Violent crime,,,,,,Property crime,,,
,,,,,,,,,,,
Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft
1985,3187000,19202,254,1458,,4670,12820,207591,59585,135720,12286
1986,3317000,21835,307,1425,,5614,14489,221015,63278,143845,13892
1987,3386000,20742,253,1396,,4687,14406,222663,55059,153296,14308
1988,3466000,21147,294,1345,,4750,14758,237808,54773,167121,15914
1989,3556000,21320,237,1286,,4944,14853,265284,59284,181574,24426
1990,3665228,23911,284,1500,,5897,16230,265229,61206,172375,31648
1991,3750000,25152,291,1590,,6215,17056,252559,60281,159987,32291
1992,3832000,25706,312,1647,,5867,17880,243629,54095,158053,31481
1993,3936000,28142,339,1488,,6412,19903,264371,57684,172689,33998
1994,4075000,28653,426,1465,,6601,20161,294273,60157,190649,43467
1995,4218000,30095,439,1418,,7329,20909,316355,59762,207763,48830
1996,4428000,27963,377,1381,,7429,18776,284964,55630,188300,41034
1997,4555000,28411,375,1492,,7547,18997,299323,60077,195045,44201
1998,4669000,26984,376,1451,,7715,17442,280001,56473,183137,40391
1999,4778332,26334,384,1383,,7288,17279,255401,49423,167731,38247
2000,5130632,27281,359,1577,,7504,17841,271811,51902,176705,43204
2001,5306966,28675,400,1518,,8868,17889,293874,54821,186850,52203
2002,5441125,30171,387,1608,,8000,20176,318296,59087,201541,57668
2003,5579222,28638,441,1856,,7619,18722,314335,58613,198725,56997
2004,5739879,28952,414,1896,,7721,18921,291203,56885,179012,55306
2005,5953007,30478,445,2006,,8579,19448,287345,56328,176112,54905
2006,6166318,33456,533,2449,,9491,20983,294389,59418,178321,56650
2007,6338755,32835,548,2353,,9764,20170,287308,59988,177076,50244
2008,6500180,31567,462,2200,,9809,19096,266653,58606,169460,38587
2009,6595778,28128,380,2279,,8199,17270,236721,54308,155976,26437
2010,6413158,26528,408,2191,,6953,16976,226802,50932,154137,21733
2011,6467315,26789,397,2499,,7145,16748,229896,54695,155400,19801
2012,6551149,28077,358,2282,,7383,18054,231701,52911,159808,18982
2013,6634997,27576,355,2344,3174,6656,17391,223294,48292,158036,16966
2014,6731484,26916,319,2464,3378,6249,16970,215240,43562,154091,17587
,,,,,,,,,,,
Estimated crime in Arkansas,,,,,,,,,,,
,,,,,,,,,,,
,,National or state crime,,,,,,,,,
,,,,,,,,,,,
,,Violent crime,,,,,,Property crime,,,
,,,,,,,,,,,
Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft
1985,2359000,8199,187,686,,1617,5709,76372,22207,49957,4208
1986,2372000,9365,191,686,,1890,6598,83729,24429,54677,4623
1987,2388000,9839,182,779,,1890,6988,91537,25743,60862,4932
1988,2422000,10237,211,780,,2037,7209,91962,26443,60363,5156
1989,2406000,11397,203,924,,2660,7610,98213,28738,63084,6391
1990,2350725,12511,241,1019,,2661,8590,101897,28464,66630,6803
1991,2372000,14072,264,1058,,3217,9533,108677,29093,71487,8097
1992,2399000,13831,259,990,,3011,9571,100402,26214,66288,7900
1993,2424000,14381,247,1028,,3027,10079,102231,26646,67767,7818
1994,2453000,14598,294,1028,,3158,10118,103115,26911,68478,7726
1995,2484000,13741,259,925,,3122,9435,102780,24763,69935,8082
1996,2510000,13161,219,1046,,2864,9032,104790,23925,73010,7855
1997,2523000,13293,250,1098,,2814,9131,105759,25568,72253,7938
1998,2538000,12442,201,893,,2442,8906,96271,23559,65525,7187
1999,2551373,10848,143,710,,2024,7971,92283,21692,63927,6664
2000,2673400,11904,168,848,,2001,8887,98115,21443,69740,6932
2001,2694698,12190,148,892,,2181,8969,99106,22196,69590,7320
2002,2706268,11501,142,754,,2524,8081,101171,23229,71129,6813
2003,2727774,12449,180,911,,2227,9131,99084,25016,68061,6007
2004,2750000,13814,176,1183,,2372,10083,110911,30151,74242,6518
2005,2775708,14670,189,1202,,2532,10747,112914,30118,75510,7286
2006,2810872,15538,205,1325,,2749,11259,112025,31864,72646,7515
2007,2834797,15226,198,1294,,3105,10629,112130,32035,73096,6999
2008,2855390,14649,165,1463,,2777,10244,110360,33912,69905,6543
2009,2889450,14905,179,1378,,2576,10772,109078,34753,68228,6097
2010,2921588,14711,134,1321,,2369,10887,103820,32463,65796,5561
2011,2938582,14173,160,1230,,2357,10426,110430,34016,70645,5769
2012,2949828,13851,174,1233,,2310,10134,109389,32673,70982,5734
2013,2958765,13705,158,1135,1490,2261,9796,106477,30369,70430,5678
2014,2966369,14243,165,1182,1763,2050,10265,99018,24790,68627,5601
,,,,,,,,,,,
Estimated crime in California,,,,,,,,,,,
,,,,,,,,,,,
,,National or state crime,,,,,,,,,
,,,,,,,,,,,
,,Violent crime,,,,,,Property crime,,,
,,,,,,,,,,,
Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft
1985,26365000,201763,2770,11421,,86387,101185,1516710,448506,890967,177237
1986,26981000,248370,3038,12119,,92512,140701,1576299,457698,913004,205597
1987,27663000,253943,2924,12109,,83341,155569,1545928,419969,896335,229624
1988,28168000,261912,2936,11780,,86141,161055,1607180,407631,933636,265913
1989,29063000,284136,3158,11966,,96431,172581,1681516,410468,972603,298445
1990,29760021,311051,3553,12688,,112208,182602,1654186,400392,951580,302214
1991,30380000,331122,3859,12896,,124939,189428,1726391,424656,986120,315615
1992,30867000,345624,3921,12761,,130897,198045,1716137,427491,968534,320112
1993,31211000,336381,4096,11766,,126436,194083,1678884,414182,945407,319295
1994,31431000,318395,3703,10984,,112160,191548,1622102,384257,929640,308205
1995,31589000,305154,3531,10554,,104611,186458,1536830,353895,902456,280479
1996,31878000,274996,2916,10244,,94222,167614,1385135,312212,830457,242466
1997,32268000,257582,2579,10189,,81468,163346,1312367,299240,784405,228722
1998,32667000,229883,2171,9782,,68782,149148,1188791,269012,724262,195517
1999,33145121,207879,2005,9363,,60039,136472,1053285,223814,660991,168480
2000,33871648,210531,2079,9785,,60249,138418,1056183,222293,651855,182035
2001,34600463,212867,2206,9960,,64614,136087,1134189,232273,697739,204177
2002,35001986,208388,2395,10198,,64968,130827,1176484,238428,715692,222364
2003,35462712,205551,2407,9994,,63770,129380,1215086,242274,731486,241326
2004,35842038,189175,2392,9615,,61768,115400,1227194,245903,728687,252604
2005,36154147,190178,2503,9392,,63622,114661,1200531,250521,692467,257543
2006,36457549,194483,2486,9235,,71142,111620,1159988,247230,669103,243655
2007,36553215,191561,2262,9046,,70706,109547,1112510,237850,654526,220134
2008,36756666,185329,2142,8903,,69388,104896,1080996,237811,650656,192529
2009,36961664,174934,1972,8713,,64093,100156,1009433,230198,615402,163833
2010,37338198,164133,1809,8331,,58116,95877,981939,228857,600558,152524
2011,37683933,154943,1792,7665,,54291,91195,973822,230075,596905,146842
2012,37999878,160944,1884,7837,,56521,94702,1049465,245767,635090,168608
2013,38431393,154739,1746,7464,10324,53640,89029,1018907,232058,621557,165292
2014,38802500,153709,1699,8398,11527,48680,91803,947192,202670,592670,151852
,,,,,,,,,,,
Estimated crime in Colorado,,,,,,,,,,,
,,,,,,,,,,,
,,National or state crime,,,,,,,,,
,,,,,,,,,,,
,,Violent crime,,,,,,Property crime,,,
,,,,,,,,,,,
Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft
1985,3231000,15219,189,1321,,4012,9697,208336,56480,137868,13988
1986,3267000,17105,230,1382,,4731,10762,212626,58531,138219,15876
1987,3296000,15409,191,1344,,3916,9958,197225,50580,132266,14379
1988,3290000,15548,187,1269,,3250,10842,187719,45503,128331,13885
1989,3317000,15636,146,1202,,2984,11304,184692,41475,128195,15022
1990,3294394,17328,138,1521,,2985,12684,182106,39822,128172,14112
1991,3377000,18887,199,1588,,3628,13472,186235,39117,132717,14401
1992,3470000,20086,216,1641,,4180,14049,186684,37853,131169,17662
1993,3566000,20229,206,1633,,4160,14230,176856,36011,124787,16058
1994,3656000,18632,199,1579,,3910,12944,175808,33843,127600,14365
1995,3747000,16494,216,1480,,3604,11194,185705,35001,136184,14520
1996,3823000,15463,180,1765,,3755,9763,180218,34436,130576,15206
1997,3893000,14139,157,1677,,3242,9063,166902,30994,119801,16107
1998,3971000,15008,183,1883,,3238,9704,163189,31231,115871,16087
1999,4056133,13811,185,1679,,3056,8891,151002,26979,109228,14795
2000,4301261,14367,134,1774,,3034,9425,156937,27133,112843,16961
2001,4430989,15492,158,1930,,3555,9849,170887,28533,121360,20994
2002,4501051,15882,179,2066,,3579,10058,180054,31678,125193,23183
2003,4547633,15757,185,1913,,3738,9921,179706,32394,124496,22816
2004,4601821,17121,201,1945,,3739,11236,180322,33010,123308,24004
2005,4663295,18498,173,2026,,3948,12351,188449,34746,127602,26101
2006,4753377,18794,171,2158,,3824,12641,163439,32411,110372,20656
2007,4861515,17101,155,2075,,3461,11410,145808,28633,100519,16656
2008,4939456,17480,165,2151,,3404,11760,139340,28054,97937,13349
2009,5024748,17022,159,2269,,3371,11223,134196,26637,95079,12480
2010,5047692,16339,129,2230,,3164,10816,135001,26196,97534,11271
2011,5116302,16085,155,2285,,3299,10346,132781,25725,96054,11002
2012,5189458,15951,152,2122,,3392,10285,139355,26163,101091,12101
2013,5272086,16099,174,2198,2963,3136,9826,139974,25075,102375,12524
2014,5355866,16554,151,2121,3039,3039,10325,135510,23472,99464,12574
,,,,,,,,,,,
Estimated crime in Connecticut,,,,,,,,,,,
,,,,,,,,,,,
,,National or state crime,,,,,,,,,
,,,,,,,,,,,
,,Violent crime,,,,,,Property crime,,,
,,,,,,,,,,,
Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft
1985,3174000,12758,120,763,,6032,5843,136572,36041,86524,14007
1986,3189000,13578,148,760,,6129,6541,140411,38190,87963,14258
1987,3211000,13455,156,800,,5720,6779,146958,39120,90852,16986
1988,3241000,14759,174,849,,6080,7656,150455,39477,91079,19899
1989,3239000,16576,190,892,,6956,8538,154119,40035,91483,22601
1990,3287116,18201,166,918,,7717,9400,158867,40355,94485,24027
1991,3291000,17761,187,960,,7384,9230,158770,39198,93384,26188
1992,3281000,16252,166,884,,6918,8284,149535,36372,89463,23700
1993,3277000,14949,206,800,,6447,7496,137443,32052,85876,19515
1994,3275000,14916,215,806,,6150,7745,134030,29142,84721,20167
1995,3275000,13293,150,776,,5345,7022,134188,29095,87401,17692
1996,3274000,13490,158,755,,5552,7025,124924,27574,81328,16022
1997,3270000,12781,124,740,,4999,6918,117505,24143,78821,14541
1998,3274000,11993,135,728,,4379,6751,111978,21801,77472,12705
1999,3282031,11342,107,654,,4054,6527,99894,19298,69299,11297
2000,3405565,11058,98,678,,3832,6450,99033,17436,68498,13099
2001,3434602,11492,105,639,,4183,6565,95299,17159,65762,12378
2002,3458587,10807,84,740,,4069,5914,93426,17111,64735,11580
2003,3486960,11045,112,698,,4212,6023,92981,16043,65568,11370
2004,3498966,10113,100,755,,4188,5070,93942,15959,66770,11213
2005,3500701,9542,105,712,,3933,4792,90270,15245,64416,10609
2006,3504809,10505,137,696,,4460,5212,90638,15583,64765,10290
2007,3502309,10547,113,690,,4303,5441,86528,15640,60937,9951
2008,3501252,10737,132,680,,4043,5882,87210,15107,63212,8891
2009,3518288,10588,106,657,,4001,5824,82625,15172,59992,7461
2010,3575498,10083,133,595,,3553,5802,78259,15145,56413,6701
2011,3586717,9889,129,689,,3689,5382,77205,15468,55067,6670
2012,3591765,10183,117,933,,3709,5424,77169,14787,55904,6478
2013,3599341,9439,91,647,891,3551,4906,71274,12934,52099,6241
2014,3596677,8522,86,571,782,3159,4495,69070,11955,51005,6110
,,,,,,,,,,,
Estimated crime in Delaware,,,,,,,,,,,
,,,,,,,,,,,
,,National or state crime,,,,,,,,,
,,,,,,,,,,,
,,Violent crime,,,,,,Property crime,,,
,,,,,,,,,,,
Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft
1985,622000,2695,30,296,,773,1596,28164,6826,19638,1700
1986,633000,2703,31,360,,786,1526,27881,6598,19562,1721
1987,644000,2774,33,441,,789,1511,29032,6572,20453,2007
1988,660000,2981,34,491,,784,1672,28693,6868,19824,2001
1989,673000,3745,34,569,,934,2208,28998,6072,20294,2632
1990,666168,4365,33,587,,1098,2647,31344,6465,21922,2957
1991,680000,4857,37,588,,1460,2772,35055,7668,24836,2551
1992,689000,4280,32,591,,1042,2615,29126,6598,20419,2109
1993,700000,4801,35,539,,1307,2920,29304,6244,20853,2207
1994,706000,4549,33,546,,1141,2829,29971,6198,20828,2945
1995,717000,5198,25,575,,1425,3173,31790,6491,22329,2970
1996,725000,4845,31,454,,1304,3056,30643,5830,21665,3148
1997,732000,5753,22,428,,1783,3520,36578,6421,25904,4253
1998,744000,5672,21,499,,1445,3707,34230,6395,24649,3186
1999,753538,5534,24,529,,1492,3489,30922,5245,22634,3043
2000,783600,5363,25,424,,1394,3520,29727,5216,21360,3151
2001,796599,4868,23,420,,1156,3269,27399,5144,19476,2779
2002,805945,4836,26,358,,1154,3298,26967,5355,18555,3057
2003,818166,5525,21,370,,1441,3693,27943,6066,18933,2944
2004,830069,5105,28,357,,1343,3377,27256,5669,19285,2302
2005,841741,5332,37,377,,1306,3612,26245,5811,18085,2349
2006,853476,5983,42,417,,1791,3733,29670,6337,20449,2884
2007,864764,6100,39,341,,1763,3957,29216,6420,20454,2342
2008,873092,6187,57,371,,1847,3912,31385,6783,22045,2557
2009,885122,5713,41,395,,1680,3597,29685,6943,20836,1906
2010,899792,5608,51,326,,1839,3392,31078,7550,21593,1935
2011,908137,5144,48,307,,1558,3231,31163,7617,22001,1545
2012,917053,5048,56,249,,1498,3245,30707,7389,21880,1438
2013,925240,4633,41,278,399,1233,2960,29001,6299,21347,1355
2014,935614,4576,54,249,386,1269,2867,27900,5768,20865,1267
,,,,,,,,,,,
Estimated crime in District of Columbia,,,,,,,,,,,
,,,,,,,,,,,
,,National or state crime,,,,,,,,,
,,,,,,,,,,,
,,Violent crime,,,,,,Property crime,,,
,,,,,,,,,,,
Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft
1985,626000,10171,147,337,,5230,4457,39904,10005,24874,5025
1986,626000,9423,194,328,,4720,4181,42781,10815,25861,6105
1987,622000,10016,225,245,,4462,5084,42553,11244,25012,6297
1988,620000,11914,369,165,,5690,5690,49557,12300,28624,8633
1989,604000,12937,434,186,,6542,5775,49235,11780,29164,8291
1990,606900,14919,472,303,,7365,6779,50470,12035,30326,8109
1991,598000,14671,482,214,,7269,6706,49722,12405,29182,8135
1992,589000,16685,443,215,,7459,8568,50502,10721,30663,9118
1993,578000,16888,454,324,,7107,9003,51091,11534,31495,8062
1994,570000,15177,399,249,,6311,8218,48009,10037,29711,8261
1995,554000,14744,360,292,,6864,7228,52697,10185,32319,10193
1996,543000,13411,397,260,,6444,6310,51188,9828,31385,9975
1997,529000,10708,301,218,,4501,5688,41341,6963,26809,7569
1998,523000,8988,260,190,,3606,4932,37222,6361,24360,6501
1999,519000,8448,241,248,,3344,4615,33420,5067,21701,6652
2000,572059,8626,239,251,,3554,4582,33000,4745,21655,6600
2001,573822,9195,231,181,,3780,5003,35232,4949,22313,7970
2002,569157,9322,264,262,,3834,4962,36477,5170,21708,9599
2003,557620,9061,249,274,,3941,4597,32696,4671,18119,9906
2004,554239,7590,198,222,,3202,3968,26896,3946,14542,8408
2005,582049,8032,195,166,,3700,3971,26133,3577,14836,7720
2006,581530,8772,169,185,,3829,4589,27064,3835,15908,7321
2007,588292,8325,181,192,,4265,3687,28922,3926,17390,7606
2008,591833,8509,186,186,,4430,3707,30211,3788,19958,6465
2009,599657,8089,145,150,,4404,3390,28495,3696,19267,5532
2010,604912,8026,132,187,,4325,3382,28802,4233,19514,5055
2011,619020,7433,108,173,,4094,3058,29654,3850,21347,4457
2012,633427,7866,88,236,,4037,3505,30757,3519,23575,3663
2013,649111,8415,103,297,395,4082,3835,31097,3316,24547,3234
2014,658893,8199,105,352,472,3497,4125,34147,3466,26898,3783
,,,,,,,,,,,
Estimated crime in Florida,,,,,,,,,,,
,,,,,,,,,,,
,,National or state crime,,,,,,,,,
,,,,,,,,,,,
,,Violent crime,,,,,,Property crime,,,
,,,,,,,,,,,
Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft
1985,11366000,106971,1296,6004,,35506,64165,753918,228402,465792,59724
1986,11675000,121013,1371,6152,,42822,70668,839651,259331,510496,69824
1987,12023000,123168,1371,6032,,42869,72896,899167,271346,546466,81355
1988,12377000,138343,1416,6154,,49916,80857,967869,283960,589215,94694
1989,12671000,140575,1405,6299,,51188,81683,975042,289254,583702,102086
1990,12937926,160990,1379,6781,,53928,98902,978944,280832,591210,106902
1991,13277000,157243,1248,6865,,53083,96047,977570,266313,607222,104035
1992,13488000,162827,1208,7310,,49482,104827,964533,254755,598093,111685
1993,13679000,164975,1224,7359,,48913,107479,977363,251063,603784,122516
1994,13953000,160016,1165,7301,,45871,105679,991105,237341,626578,127186
1995,14166000,151711,1037,6887,,42485,101302,939288,215657,612311,111320
1996,14400000,151350,1077,7508,,41643,101122,928273,219056,605448,103769
1997,14654000,149996,1012,7599,,40459,100926,915613,213926,594492,107195
1998,14916000,140016,967,7404,,36198,95447,887107,203105,579752,104250
1999,15111244,129044,859,6990,,31969,89226,808674,181378,534105,93191
2000,15982378,129777,903,7057,,31809,90008,780377,172898,518298,89181
2001,16373330,130713,874,6641,,32867,90331,782517,176052,516548,89917
2002,16691701,128721,911,6753,,32581,88476,777236,177242,511478,88516
2003,16999181,124280,924,6727,,31523,85106,757696,170644,505489,81563
2004,17385430,123754,946,6612,,29997,86199,727141,166332,482484,78325
2005,17768191,125957,883,6592,,30141,88341,712998,164783,472912,75303
2006,18089888,129602,1129,6475,,34147,87851,721101,170873,473774,76454
2007,18251243,131878,1202,6149,,38155,86372,746249,181836,490783,73630
2008,18328340,126256,1168,5972,,36268,82848,758889,188472,506902,63515
2009,18537969,113541,1017,5501,,30911,76112,712010,181884,479867,50259
2010,18838613,101969,987,5373,,26086,69523,669035,169119,458454,41462
2011,19082262,98198,984,5273,,25622,66319,671200,170171,461408,39621
2012,19320749,94087,1009,5260,,23889,63929,632988,153563,442095,37330
2013,19600311,91993,972,4765,6767,23200,61054,607170,138915,433344,34911
2014,19893297,107521,1149,6051,8563,24914,72895,679446,143220,493647,42579
,,,,,,,,,,,
Estimated crime in Georgia,,,,,,,,,,,
,,,,,,,,,,,
,,National or state crime,,,,,,,,,
,,,,,,,,,,,
,,Violent crime,,,,,,Property crime,,,
,,,,,,,,,,,
Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft
1985,5976000,30311,620,2587,,9812,17292,275070,81070,171950,22050
1986,6104000,35869,686,2678,,13056,19449,297130,88695,182171,26264
1987,6222000,35868,735,2681,,13014,19438,324511,96572,197302,30637
1988,6401000,42589,748,2970,,15593,23278,362376,103106,223768,35502
1989,6436000,47357,820,3150,,17450,25937,407868,110215,255578,42075
1990,6478216,48996,767,3472,,17067,27690,389165,104905,240623,43637
1991,6623000,48894,849,2800,,17762,27483,381165,100317,240359,40489
1992,6751000,49496,741,3057,,16863,28835,382934,97402,246619,38913
1993,6917000,50019,789,2448,,17154,29628,378348,90423,246849,41076
1994,7055000,47103,703,2448,,15703,28249,376926,81406,256208,39312
1995,7201000,47317,683,2539,,14777,29318,385005,76324,264872,43809
1996,7353000,46966,630,2357,,15100,28879,416986,81968,288803,46215
1997,7486000,45408,563,2328,,15473,27044,388155,81320,262263,44572
1998,7642000,43762,618,2322,,14308,26514,373717,75720,255459,42538
1999,7788240,41585,583,2319,,12962,25721,359383,71429,247834,40120
2000,8186453,41319,651,1968,,13250,25450,347630,68488,240440,38702
2001,8405677,41671,598,2180,,14402,24491,347872,71799,238484,37589
2002,8544005,39271,606,2108,,13432,23125,346559,73932,234591,38036
2003,8676460,39435,657,2234,,14043,22501,369589,79001,247196,43392
2004,8918129,40217,613,2387,,13656,23561,376656,82992,249426,44238
2005,9132553,40725,564,2143,,14041,23977,378534,84463,249594,44477
2006,9363941,44754,605,2169,,15511,26469,362712,85140,234445,43127
2007,9544750,46917,720,2198,,17291,26708,371248,90294,238436,42518
2008,9685744,47353,640,2334,,17808,26571,387917,100564,247709,39644
2009,9829211,42073,566,2323,,14631,24553,360985,98606,229216,33163
2010,9712157,39068,555,2107,,12372,24034,353449,96947,226161,30341
2011,9812460,36762,549,2066,,12266,21881,357235,96014,231543,29678
2012,9915646,37675,583,2143,,12502,22447,339473,86992,223875,28606
2013,9994759,37519,563,2022,2891,12704,21361,339808,83459,229190,27159
2014,10097343,38097,580,2159,3048,12417,22052,331316,76428,228034,26854
,,,,,,,,,,,
Estimated crime in Hawaii,,,,,,,,,,,
,,,,,,,,,,,
,,National or state crime,,,,,,,,,
,,,,,,,,,,,
,,Violent crime,,,,,,Property crime,,,
,,,,,,,,,,,
Year,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft
1985,1054000,2313,43,310,,1048,912,52501,12164,37357,2980
1986,1062000,2604,51,329,,1129,1095,57626,14218,39922,3486
1987,1083000,2851,52,393,,1061,1345,60157,12515,43678,3964
1988,1093000,2810,44,355,,919,1492,62650,13726,44946,3978
1989,1112000,3004,53,496,,925,1530,66723,14939,47374,4410
1990,1108229,3113,44,360,,1013,1696,64563,13611,46735,4217
1991,1135000,2744,45,375,,986,1338,65020,14011,47195,3814
1992,1160000,2998,42,440,,1151,1365,67901,13006,50544,4351
1993,1172000,3061,45,394,,1214,1408,70505,13310,51912,5283
1994,1179000,3091,50,359,,1221,1461,75672,14029,55260,6383
1995,1187000,3509,56,336,,1553,1564,81938,13832,59907,8199
